Komen,Klasifikasi
Klo bikin Vidio lama in dikit ,1
versi 1 jam ya,1
Yang matanya tembus pandang pasti ada,1
kak gk ada episode 2 ya,1
aku mengenalmu luar dalam mbaa,1
Q udah bisa bayangin rasanya dan bentuknya juga sudah tau,1
kami menolak lupa,1
Kak Bikin Yang Agak Lama Donk ,1
yg penting udh tau dalemnya aku,1
dulu penasaran sekarang udah tau dalemnya,1
rasanya cuman 29 detik ah ,1
gelap bero banyak rumput,1
ke inget yg LUMAYAN RIMBA nya itu,1
maaf aku menolak lupa,1
"detik per detik penuh keindahan,lebih banyak detik lebih baik",1
aku masih mengingat bentuk nya ya tuhan ,1
15detik adalah kenangan terindah haha,1
kalau ngeliat dia terbayang sesuatu,1
udah tau luar dalem nya ,1
aku tau luar dalam mu bunda,1
"materi pelajaran belum satu jam udh lupa ,udh yg kek gini sampe sekarang masih ingat ",1
masi gue save ko,1
Mata gua normal tp otak gua tembus pandang ya,1
tolong aku udah mandi,1
aku minta lebih 5 mnit. bolehhh,1
kemampuan mataku menembus disaat aku minum teh anget,1
pasti kangen diatas y kak,1
gw langsung pengen download lagi ,1
maafkan otakku ya Tuhan krn ingat sesuatu yg ga baik utk diingat,1
"untung aja udah gw save, jd kl lupa tinggal lihat lagi..",1
Langsung travelling gw,1
aku sdh nonton lebat banget yk,1
masih terbayang ... ,1
cardigannya jdi teringattttttt,1
"sangat sangat ingat banget kak,cuma sayang makan nya hanya boleh beberapa detik saja ",1
ada apa sih kalian bahas luar dalem emang oreo ,1
asyiikkkk hmpr semua ingat luar dalam ini ,1
AKU SUKA BODY MUU,1
aku sudh melihat dirimu luar dalm,1
Jadi pengen buka situs nya lgi..,1
saya baru saja abis nonton ,1
aku sudah mengenalmu sangat dalam meskipun kita belum kenal,1
"Gabisa move on sama vidionya, udh gitu pke cardigan gtu kan langsung ngeh",1
iya sama juga kebayang,1
Dejavu dalam nya,1
mbaknya cantik luar dalam ya,1
sudah buka aja ,1
"flashback, waktu itu baru aja sholat subuh ehh udah di paksa mandi besar lagi",1
padahal telegram gua mati kok hidup lagi ya ,1
warnanya apa ya gw lupa,1
rasa nya memang enak polll,1
goyang sama lidahnya gimana?,1
berbulu sedikit,1
Lebat ya rambutnya,1
Kebayang saat ,1
ngeliat yg 13detik kasian. ngeliat ini hm,1
walau kamu pake baju apa aku udah kenal banyak titik,1
jd keingit vidio yg ditonton tmen gue,1
Bener kan keinget lagi saya sama maju mundur nya,1
aku telah mengenal mu luar dlm sangkin fens nya,1
mau bikin vidio yg brapa menit lg..?,1
Aku tau banget isinya kek apa,1
"buagus pokoknya ""O"" besar mantap",1
Gue Masih Mengoleksinya. dan Gue Save di Hardisk,1
apa aku harus kebayang jika lihat Poto kakak Gisel ny,1
sebenernya aq ingin melupakan kejadian waktu itu tapi kenapa km selalu hadir di fyp ku ,1
ah yaudah lah udh tau isinya ini kok,1
gw klo liat Gisel kek ga Pake apa njem terngiang-ngiang,1
msh terngiang2 dia bilang itu ga mungkin aku gila badan nya mulus banget coba,1
gw cuma kebagian stickernya doang yg uda diedit sama mukanya babang tamvan.,1
"kalian pnya sticker'y ga gaiysss, yg lg d ats",1
fix vidionya msih tersimpan rApih,1
aku mengenal Gisel luar dan dalam,1
ketipu lagi ternyata hangat ...,1
padahal udah lupa eh ingat lagi,1
kalau lihat Gisel pasti inget Vidio itu,1
jika saya dikasih kesempatan saya janji bs 1jam,1
ingatanku semakin kuat disetiap gerakanmu ka gisel,1
sumpah sudah tau isi bulir jeruk setelah di kupas,1
gua kalau lihat dia.. inget semuanya,1
dulu penasaran bgt sekarang nga,1
kalo aku sih kebayang masa lalu,1
aku melihatmu dan kembali mengingatnua,1
knp tiap kli liat knp sll gt ,1
maaf saya sudah tidak penasaran lagi,1
malah kebayang videmu duhhh,1
klo saya kebayang pas lidah Kaka Gisel melet gt.,1
gua kebayang ellu malah,1
udah gapernah penasaran lagi sama dia,1
kebayang kita bdua makan bareng yah mbak,1
pengen coba juga donk.,1
Anying langsung searching lagi gw,1
masih kepikiran gua nya,1
keinget lagi anjir,1
kyk perna lihat udelnya mbak gisel,1
klo liat dia jdi ingt,1
gue juga masih kebayang,1
biasa ah udah pernah lihat,1
aku saran 1jam,1
"sumpah terngiang"" gua",1
Apakah ingatanku kembali lagi ,1
menyesal belom pernah liat,1
masih setebel kemaren gak ya... ,1
9 detik nya kaka,1
sudah gk penasaran sihh,1
masih terngiang2 ,1
tuh kan mengingatkan,1
aku ingat itu,1
liar banget pingin saya,1
ingat lagi ingat lagi,1
kebayang ,1
terngiang ngiang,1
menolak lupa,1
dlu aku sdh pernah di kirim Vidio Gisel lg berhubungan intim itu asli apa ga ya,1
dan vidionya dia masih di jadikan seticer di hp ku,1
aku kenal kamu luar dalam wo mik,1
anugerah terindah,1
Aku Ingat Betul baju yg kau kenakan dulu,1
ENAK sekali,1
gaya yg lidahnya di keluarin itu dong,1
kebayang ngulek nya ,1
KEBAYANG 18 DETIK ,1
"aku melihat mu setiap malam ,, luar dalam",1
buat lg lbh hot,1
tembus pandang,1
Gesit banget kamu di waktu itu apakah sekarang masih gesit? aku sangat mencintai mu luar dalam gisel iloveyou,1
luar putih dalem??????,1
aku suka dalemnya wahh terngiang-ngiang,1
goyangan nya mengigat kn waktu itu ,1
"gimana bisa Lupaa ,Kasus nya Viral Dan Kontroversi",1
ingatan itu tak bisa ku tepis,1
aku idah tau ,1
walaupun dttup dah pernah lht hahahaha,1
udah gak penasaran lagi ,1
goyangmu mengingatkan ku tentang ....,1
mbaknya cantik luar dalam,1
"mau joget kya gmna jga, tetep aja gua udh liat",1
pasti kelen inget kan,1
udh tau bntuknya eyyyu,1
aku pengen ngengen dia,1
goyangannya hebat ,1
entah apa yg difikirkan....hiisssshhhhhh,1
artisnya mantap luar dalam kasian gading,1
maafkan aku sudah melihatnya ,1
kaya pernah lihat tapi dimana ya ,1
ngen? bingung mau ngen saama siapa? kasih ide dong kk,1
ih jago joget ternyata,1
bentuk nya perahu,1
"udah tau luar dan dalemnya, jadi ngerasa B aja liatnya",1
di bayangan gua ,1
Item pokonya,1
 aq terbayang enak yo rasane,1
jadi inget meletnya dia,1
"apa cuma gua!?  setiap ngeliat kk ini otak gua langsung traveling, otak gua langsung teringat serius",1
udh prnah liat dlemnya,1
udah hafall,1
udah pernah liat,1
aku juga kebayang mulu ,1
ngiler jadinya,1
Atas Jago Bawah Jago,1
pasti akan ingat terus,1
Jadi Ingat itu,1
luar dalam udh tersebar,1
aku dah simpan fidionya,1
mataku udah tembus pandang.,1
gua gk tahan,1
aku sudah mengenal mu luar dalam',1
pernah liat.....,1
"pemersatu bangsa,knpa dgan fikiranku ini..",1
justru saya ngebayangin yang lain,1
"otak gw ngeleg, menolak lupa ",1
tk kn lupa aku melihat kamu,1
cantik luar dalam bro,1
Ada tahi Lalat dipaha sebelah kiri,1
udah tau jadi ga penasaran sama masakan rakoes,1
artis yg ngk bikin penasanrn luar dlm lagi,1
"jgn pake cardigan lg,aku menolak lupa",1
"BUKAN NYA KEBAYANG NASI GORENG, INI MALAH KEBAYANG KAMU.",1
kebayang horden warna abu abu ungu,1
Hutan belantara,1
"jadi pngen nntn lagi kan, ngapain dih lewat beranda",1
iya ENAK,1
jago diatas,1
ya ampun jd ngebayangin kan,1
menolak lupa ya ges ya,1
aku sudah melihat semuanya,1
gw paling inget barnag dia bulett bangettt ,1
Udah Tau Dalam.nya Gue Njir ,1
tukang nonton smua ajir cewe cowo sama aja,1
aq sudah hapal gerakannya,1
"walaupun gw udah liat luar dalamnya, tapi gw masih pengen liat njir",1
aku masih inget 2 rambut mu haha,1
km maknyus,1
kira2 ada yg kebayang lgi gk?,1
huhu aku mengenal mu sangat mengenalmu,1
kebayang kamu ngen,1
iyaa aku masih terbayang2 dengan jelas,1
seluruh Indonesia tau isi dalam mu,1
"seumur hidup ga bakalan lupa,sekel punya nya",1
sori y Gisel saya aku sudah mngenal mu luar dalam ,1
cantik doang dalemnya kaya ketan item,1
pasukan luar dalam,1
udh gak penasaran ..lagi,1
"saat itu aku mulai beranjak dewasa, kini aku Bru paham",1
udah gk enasaran kok,1
itu siapa ya saya lupa dah kaya pernah lihat dimn gitu,1
spertinya pernah gua liat luar dalam orang ini,1
vidionya tambahin 5 mnit lgi dong,1
baru aja dari kamar mandi masa harus balik lagi ,1
aku belum mengenal mu tapi aku SDH tau dalem nya gimana,1
pikiranku traveling,1
Saya masih ingat tapi saya diam,1
udh tau isi nya ,1
aku mengenal mu luar dan dalam ,1
Masih tersimpan dimemory otak gw ,1
mau gmn pun pakaian nya...masih ingatt aja ni otak maaf kan daku,1
jejak digital msih menempel kuat di ingatankku,1
aku menolak lupa,1
aku sih kebayang mbknya pas naik kuda wkwk,1
"gt dong, lamaan dikit napa, masih pengen liat eh udahan, penasaran tau..",1
gw malah kebayang yg 29 detik ,1
ditambah detiknya dong,1
aku telah melihat semuanya. ,1
melet melet nya melekat dalam hati ,1
"aku tau apa yg kalian pertama kebayang,soalnya sama kita",1
luar terang dalam gelap ,1
gua masih terbanyang klo lht dia,1
aku ngebayangin kamu pas diatas langit,1
"Aku udah liat semuanya dgn mata kepala aku sendiri, tolong jangan di tutupi lagi",1
Buka ath sel,1
Glowing luar dalam chok,1
gak bisa lupa ey.. begitu indahnya,0
aku ingin melupakannya tapi maaf aku tak bisa mah,1
batre Gua 1% Gua sempet-sempetin komen ,1
rumput nya lebat,1
Sangat rimbun sekali pemirsa,1
ohh lebat juga ya,1
ternyata hitam dan lebet,1
aku gapernah lupa sama kejadian kita,1
"kebayang waktu q tonton videonya ,,,gemes Skali melihatx",1
Lebat tak beraturan...,1
adohhh gayamu dan gerakan tubuh mu ini selalu buat saya terbayang saat saat itu...sumpah,1
vidiomu masih tersimpan rapi digaleriku,1
seketika ingatanku kembali,1
menolak lupa ,1
mataku sambil membayangkan yang udah ada kemarin,1
aku dah tau dalemamu kok neng,1
masih terngiang ngiang luar dalam mu ,1
bagus sih badan nya puas deh,1
Melihat busana rasa transparan tanpa cover ya ini.....,1
aku ingat dengan waktu yg singkat itu,1
masih gua save dalam dentuk arsip.zip biar aman ,1
bner2 masih teringat,1
hutannya lebat,1
ga pernah bosen si kalo aku liatnya,1
aku mengenal kamu luar dan dalam zheyeng,1
klo liat mba ini bawaanya ngehayal Mulu...,1
gua langsung kebayang cara kibas rambutnya. Wkkww,1
joged aja ntar juga kenyang...,1
posisi KK nya lagi diatas,1
tp gak bohong sih mantap uey,1
gw makin pengen ma dia,1
luar dalam gw liat ,1
"hahaha luar dalam pokonya orang"" ni wkwk",1
aku sudah tau kamu luar dalam,1
"udah lihat luar dalam gua mah,versi 2 menit lebih ny juga udah,mantap",1
ga usah ditutup,1
kenali seseorang dari luar dan dalamnya,1
entah mengapa jika melihatmu terbayang2 betapa.......aaaaasudahlah,1
kebayang bisa bermalam sama ka Gisel ,1
"gua masih ingat hentakan nya,,",1
aku pernah melihatmu ,1
bagus luar dalam... nice fruits,1
kalo liat ini kox inget itu bangkee ,1
luar dalam aku tau,1
Teringat masa lalu,1
tak terlupakan..,1
lebat juga hutan nya ,1
kok gue msh terngiang ngiang yaa,1
item aja bangga,1
gua tau engkolan mautnya ,1
tambahin dong jadi 30 detik aja,1
29 detik ingetan masih jauh masih aman,1
aku sudah tau luar dalammu,1
udah apal luar dalam jdi rada ga minat,1
Topi saya bundar ,1
Gua pernah liat dalem nya,1
mngkin beberapa sdh tau seluk beluk ghisell,1
woww dalam nya,1
aku sangat ingat goyangan itu,1
rasanya kenceng,1
keren goyangannya,1
Di tunggu season 2 ny kak,1
coba yg 1 jam dong,1
masih teringat,1
aku juga kebayang anumu,1
bosen ih gua udah pernah liat dalemanya,1
guys body nya ka gisel bagus banget sampe dalemnya aku udh tau,1
udah tau aku isi nya,1
sudah lupa loh kejadiannya tpi pas lihat muka gisel ya diingat lagi dong,1
aku masih ingat badanmu luar dalam... juga hordenya,1
Jungkir balik mantap ,1
gua udah lihat dalemnya,1
keingat detik detiknya.,1
"makin lincah ya,bisa ni tmbh 5 detik aj",1
pokok nya agak item coklat. gue inget bnget lebat dah kek nya,1
"Masih kesimpen memorynya waktu ituu,,goyangan mba giselllll",1
GK malu dia ya kita semua masih ingat lo,1
udah lihat isinya,1
"semngkin dy sering muncul di layar hp ku , semngkin kuat ingatan ku pada film itu ",1
pemeran atas ranjang indonesia terbaik,1
saya pernah melihat oreo mu dan saya tidak sombong,1
masih terngiang di kepala ku,1
aku sudah tau bagaimana bentuknya itu,1
wah lentur banget goyangan nya mbak,1
aku kenal kau luar dan dalam..,1
mungkin rambut bawah nya udah di potong,1
lebat,1
pernah bergoyang pada masanya,1
kalo liat ba gisel.. teringat rambut hitam bawah puser yg mepesona,1
kebayang yg di hotel,1
gak usa goyang2 malah traveling otak??,1
ke kamar mandi ah,1
aku sudah melupakanmu..dan dirimu kembali muncul dan mengingatkan ku,1
"tau ah pura"" gelap",1
"slruh org"" di dunia mlht tubuh mu apa lg kluarga mlu bgt y.",1
katanya enak polll..memang...berapa detik ya mb,1
tau dalaman nya tapi tidak tau rasa nya,1
yg aku ingat cuma tahi lalat nya .,1
kebayang ngulek nya,1
kita mengenalnya luar dalam,1
andai diri mu bini ku,1
goyangan mbak gisel sllu trngiang2 di otak ku ....kpn niihh vdeo baru nya...,1
ZOM ketek ka gisel,1
Yang penting gua dah tau dalemnya,1
goyanganmu selalu kurindukan,1
aku sampai apal mengenalmu luar dalam,1
pengen tau obat rumputnya...kok lebat banget,1
"joget d luar dong, d dalam aku uda pernah liat..",1
tdk penasaran lagi isi nya ,1
desahnya mana,1
"joget mulu, bkin yg laen napa ",1
masih terngiang aku..tutup matapun bisa terbayang2,1
dah liat kamu diatas,1
adakah yg merasakanya lagi,1
rasa luar dalam mbak Gisel,1
ke inget dalem nya,1
iya aku juga kebayang vidio itu trus ih aku mah,1
"dahlah, luar dalam udah tau (emot batu) ",1
yuk akh salome ,1
jadi terbawa ke angan,1
Menolak Lupa.. ,1
aku teringat bulunya yg amat dikit,1
"kenangan itu sangat indah, bagaikan bola bola yg bulat",1
bulu nya tipis tipis kan,1
sy malah kebayang sambel ulegnya kakak yg joget ini,1
tukang ngen,1
hitammm ,1
hehe kebayang banget donk,1
cm ikut coment serius gue ga tau luar dalamnya ,1
transparan,1
aku masih terngiang2,1
"fiks jika cwe jago joget,itu tandanya dia jago d atas.",1
kerasa goyangannya kali Gisel ,1
ihh lucu jg trnyta kk gisel euy gemes gw liat pas endingnya,1
q tau dalam mu,1
sdh kulupakan smuanya yg trjadi...teringat kembali bberapa bln lalu..,1
AKU MNGENLMU LUAR DALAM,1
aku suka kamu di detik 15 bikin menggigil,1
"jangan' dua cwok' yang di vidio di atas jugk udah pernah mencoba bibir bawah mu, sory kalau tebakan ku benar",1
kenal luar dalam,1
akupun sdh melihat d balik busanamu,1
ud tau ngapain di tutup,1
ingat bulu halus nya jir,1
Aku benci fikiran ku...,1
Auranya Udh gelap,1
emang betis smua cewek gak cukup satu kontol,1
goyang nya sudah lihai ya ,1
udah gk penasaran dalamannya,1
udah pernah liat semuanya,1
masi tersimpan rapi di memori hp q ,1
kebayangan dalem ruangan waktu itu ,1
salah satu artis yang d kenal luar dan dalem,1
inget betul tebal dan lebat,1
eh btw rambut bawah nya kaya di pangkas ya,1
dah tau kok dalamnya kek mana ,1
"ping apa item yaa,lupaa",1
kelapa muda satu tante,1
kebayang ketika lihat vidio viral,1
aku teringat dalaman mu,1
Walaupun lu artis gue udah liat dalam lu,1
tolong jgn joget lagi soalx otakku melayang2 mengingat film yg telah ka buat,1
gapapa yg pnting udah tau dalemnya sprti apa,1
sebelum tidur aku selalu ingat kamu,1
luar biasa goyangan nya,1
kebayang rasamya ya,1
"ketutup dimata, terlihat semua di ingatan ",1
aku sudah tau isinya ngap,1
klo liat kamu jadi inget yg waktu itu ,1
sambil melet dong,1
Aku Juga Kebayang Kak Sama Satu Vidio Sampek Sekarang Gak Bisa Aku Lupakan ,1
dan aku masih ingat rumputnya lebat sekali ,1
bayangan itu ....ach sudahlah,1
Sejak peristiwa itu aku ke kamar mandi berkali-kali,1
padahal udah lama tapi kok masih hafal goyangan nya,1
liat muka dia kok ingatanku jadi treveling lagi ya ,1
gua udah tau bentuk tubuhnya luar dalem ,1
lu yang ngnt kan,1
nggak akan kulupakan endingnya,1
mencoba tak memandangmu terlalu lama..,1
kebayang badan mu dihotel mba ,1
aku pernah Liat Punya Mu,1
gais aku lagi membayangi dia tanpa busana apapun . dan rasanya .....ah ,1
aku mengenal mu lewat 20 detik,1
selalu terbayang entah itu ap..melayang nuih pikiran kmana,1
goyangan g bs hilang d ingatan,1
Saya pernah merasa enak dulu..,1
Inget pas goyang jago bgt,1
dalamany gitu yah,1
masih tersimpan dimemoriku...,1
amnesia ku mendadak sembuh gaes kalo liat dia....,1
hutan rindang,1
tp mang bikin penasaran di rasanya,1
padahl aku udh move on lho pas muncul jd ingt lagi ,1
gak malu ya dia luar dalam di kenal seluruh rakyat tp msh muncul di medsos,1
setiap dia muncul bawaannya inget Mulu sumpah,1
walaupun tertutup tapi saya sudah pernah liat,1
"aku ingat,, dan dia tebal muka kah??",1
w si.. ngebayanginnya enak.. pertanyaan saya.. enakan mana sama yg di vidio 9detik itu,1
tahan tahan tahan... semoga tangan ini bisa tahann,1
rasa 19detik nya masih keinget sih,1
wow aku mengenalnya luar dan dalam,1
luar dalam tau rasanya aja yg kemana,1
Kebayang waktu itu ,1
"udah tau dalemnya ,, B AJA Skarang",1
udh ngen blm ni,1
"mengunakan pakaian apa aja,ttp mata gua transparan,,,,bingung ame ne orang",1
"anjirr gw lngsung inget dong, otak otak ngapain sii ",1
menolak lupa atas kejadian kemaren sampe greget banting hape lecet dikit fullset nego,1
"9detik, aku masih ingat semuanya, bentuk dan garangnya dia dalam 9detik",1
buka buka buka ,1
udah liat dalem nya kok kak gisel,1
aduh goyangnya bikin tambah ga bisa lupain kejadian yg dulu,1
"sedikit ada bulunya, tapi bukan bulu perindu",1
dah liat luar dalam,1
b aj dah tau dalemannya,1
saya menghayal aja,1
kenapa km muncul lgi mereka jd kembali kn ingatan nya,1
kebayang trus yg brapa detik gitu,1
aku kebayang kok,1
aku tau tai lalat nya ada di bagian mana aja,1
langsung otak gw trapeling,1
seketika aku jd teringat,1
terbayang2...,1
tutor tahan lama,1
dia kan yg pake goyang maut itu ya,1
memory otak gua tdk bisa mendelet nya,1
gak lemes goyangnya,1
Gisel badan nya bagus banget sekel gtu,1
knpa ya klo liat wajah ini jd ingat vidio bogep dia,1
enggak usah di tutup,1
pikiran ku ya tuhann,1
badan ny emang bagus mulus,1
"ketika lihat pakaian gitu, keingat",1
ingatan gw masih nyata dalemnya,1
td nya udah lupa....pas liat dia joget joget gini jadi ingat kejadian...#lupa diri,1
bulumu melemahkanku,1
gisel emng jago goyang ngulek maju mndur pun jago,1
inget yg 9 detik ,1
Kebayang film itu ,1
ko gak melet2 lagi lidahnya ,1
gue bukan kebayang nasi goreng tapi kebayang senge an mu,1
LUAR DALAM RONGSOKAN.,1
aku mengenal nya luar dalam tapi tidak dengar rasanya ,1
seperti lonte,1
gerakan pinggulnya kaya pernah viral,1
fiks otak gua slalu kesitu,1
menolak lupa mama ini,1
aku udah tau kamu yg sebenarnya nih.,1
ingat luar dalam,1
udh cukur blm yah,1
kebayang banyak sekali bulu,1
aku ingat goyangan pinggul mu,1
knpasi inget mulu,1
lihat muka dia. tergiang masa lalu,1
Masi ada lagi kah Vidio ngen nya,1
aku tau apa yg kalian pikirkan,1
bulunya lebat,1
Melet dong,1
udah pernah liat dalemnya,1
seketika otak gua ke reffles,1
AKU TAU DALAMNYA KEK APA ,1
kebayng ma gaya ngen mu kak,1
"sekian lama sudah terlupakan,kini ingatanku kembali lagi",1
"UDAH KAGAK PENASARAN LAGI,",1
aku sudah melihat luar dalam,1
pake ataupun gapake baju sama aja. udah kebayang2,1
Kebayang gisel klo lagi tidur,1
dalam bagus luar bagusss,1
gisel mau vidio boke* kamu,1
luar dalam nya Uda tau,1
kalo makan bnyak past butuh wktu bnyk bukan cuman menittan,1
kau guruku saat ku dikasur sama suami,1
dalam seperti apa aku sudah liat,1
goyangan sama lincahnya ya bun kek wkt itu,1
aku masih ingat semuanya,1
bikin lagi dong,1
malah kebayang menu lainnya ,1
gua inget dia melet wei trus benerin rambut smbil bergoyang,1
kok tb2 gua punya kekuatan tembus pandang ya,1
gimana rasanya ngen kak,1
aku juga kebayang rasanya main sama gisel,1
masih Terngiang ngiang ,1
ga penasaran lagi,1
rasanya bagaimana enak mana,1
ingatanku mengenang sebuah kejadian waktu ituh,1
udh ah males udh liat dalemny,1
"gausah di tutupin, aku udah pernah liat ko",1
ingatan ku masi kuat,1
aku memperhatikan setiap sudut,1
intinya dh tau dalamnya,1
ntar aku kasih tau anakmu scandalmu dlu,1
kak buat yang ber menit menit dong,1
Serapi apa pun cara berpakaian lu percayalah gue Uda tau dalaman lu dan save Vidio lu,1
ku mengnal mu luar dalam,1
udah cukur ?,1
Kebayang,1
kang bkp nonggol,1
15 detik tegangan tinggi,1
sudah tau bulunya itam,1
LUMAYAN SUDAH LIAT TTE ARTIS,1
aku tau pinggirnya gosong,1
Mengingatkanku pada sesuatu,1
semua komen mengenalmu luar dalam mbak ,1
gue bilek:mengapa aku selalu mengingatnya,1
ke inget vidio itu maaf,1
stiap qw liat gishel psti inget dah,1
dah pernah liat.,1
Pikiran adekku negatif tok,1
ihh transparan ,1
jgn byk gaya....udh tau tuuh punya kamu ....iih seremmm,1
dah keluar y cepet amat ,1
msh kebayang jg ampe skrng,1
aku prnah liat bulumu,1
terngiang2,1
teringat ketika itu waktu bergoyang,1
"gisel cantik deh,ngen yukk wkwkwk bcnda",1
hutan nya lebat.. ,1
ngilu,1
bayangno lebat e..,1
makan sosis enak,1
"tanggung itu sayang pakaiannya lepas aja, kita semua udah tau kamu luar dalem ko ",1
aku tau luar dalemnya,1
kenceng sih kayaknya,1
atas bawah inget,1
aku ingat kamu,1
lebat....................................................,1
jgn trlalu bangga aq sdh tau dalamannmu,1
melekat bangt dipikiranku,1
goyangan mu luar biasa,1
udah ga aneh lagi liat badan nya,1
wktu itu lgk sngja liat vidio nya ya pas pasan gw lgi minum susu ,1
"saya msh ingat,ternyata mancung juga.",1
gisel masih ada segitiga nya ga yah:((,1
ka gisel bikin vidio lagi dong,1
luar dalam wkwkw,1
liat bulu aku ga?,1
gwe ngak penasaran lagi,1
bukan vidio ini yg aku mau,1
"pusat nya sm, keingat lg",1
luar dalam mu se indonesia,1
definis aku mengenalmu luar dalem yang sesungguhnya,1
sumpah aku menolak lupa,1
aku mengenalmu luar dalem,1
yang ada tai lalatnya di pinggir empeknya,1
masih terbayang ,1
si luar dalam ,1
dibenak gua masih terpampang jelas anjirr ,1
auto ingat sesuatu,1
jd keingat kimono ,1
masih ingatt walo hnya 9,1
Luar dalam sudah tau lu gimana  jd ga penasaran lg,1
kalo liat past teringat,1
skip ah gua udh tau spek dalemanya,1
dalem nya warga +62 tau semua,1
luar dalem emg joss,1
pengen lupa tapi kenapa kalo liat kak gisel inget terus...,1
Seger,1
Sejak itu aku mengenalmu luar dan dalam. aku terpesona ,1
"mata ku tembus pandang,apakah ini keajaiban?",1
sumpah melihat nya sudah GK kaget karna sudh tau luar dalam ,1
"lngsung fokus ke perutnya,ingat omonganya dulu",1
"sungguh vidnya lancar, tapi yg kuamati komen"" ",1
setiap lihat mbak gissela selalu teringat yg lalu,1
aman otak?,1
kurang luwes narinya bnyk belajarrr lg mba,1
aq keinget yg itu ka,1
idaman para lelaki nih ,1
isi dalam nya bagus,1
aku lebih mengenalmu luar dalam drpd mantanku,1
lebat banget,1
masih terngiang ngiang ,1
sudah lah aku sudah mengenal mu luar dalam hehe,1
ini yg melet melet itu kan,1
uda tau bentuk nya ,1
woiiiii ingatan ku kmbaliiiii,1
kalo aku kebayang pas kamu naik turun,1
aku mengenalmu lebih dari apapun,1
yg penting udah pernah liat gimana licinya,1
masih teringet cara ngulek nya.,1
dia udah menikmatinya setiap saat,1
klo aku ingat lagi ingin rasanya aku merasakan nya jg,1
kebayang sma 20detik,1
otak gue langsung traveling,1
bintang bokeeeppp,1
ngerii aku geli2 bah ,1
aku bisa melihatmu luar dalam ,1
goyangannya bagus yah,1
langsung traveling pas dia diatas,1
knpa gak di genapin jadi 20detik sih nanggung,1
masih ter nging nginge. knp gak ada versi ngangkangnya ya,1
kalau liat Gisel langsung teringat sesuatu,1
"the real menolak lupa, tiap liat langsung kebayang",1
aku udah tAu dalamnya,1
mana adegan mesumnya ,1
"plis jngan ngangkang""gt mba gisel aku berusaha melupakan ny tp tak bisa",1
Udah kenal luar dalem kok,1
luar dalam paten,1
yg ini mah sudah tau,1
bawaanya pengen colll... Ehhh,1
Aku mengenal mu luar dalam tapi sayang kamu tidak mengenal ku,1
entah kenapa dia pake baju dimataku kok beda ya ,1
sungguh lebat rambutnya,1
jago ngulek,1
"menolak lupa,ah",1
aku masih membayangkannya hingga mentok,1
kenali bajunya. siapa tau nanti pake baju ini lagi,1
"udah liat sampe kenyang,,malah masih ada sisanya di simpan",1
njir jd inget hutan,1
agak panjang rambut nya ya,1
koq travelling ya,1
Pernah liat tapi tak kurasa ,1
akumah kebayang sama km ,1
kebayang enaknya kak,1
bagus banget celana nya ngiler aku bun,1
AKU BISA MENERAWANG SISI BENTUKAN PIRAMIDA DI DALAM ,1
mau buka koment... tp uda tau apaa isi nya hehehe,1
"walau tertutup, aku sdh tau coklat pink nya ",1
Masih tajem aja yaa bun,1
kenapa pake paketan.netizen kan udah tau dalem nya,1
aq langsung membayangkan mu,1
aku mengingatnya.. sungguh,1
seketika indra ke6 ku muncul,1
aku juga lagi ngebayangin ,1
bajunya transparan kayanya deh,1
dahlah sudah dicobain dua kali,1
aku masih menyimpan stikermu ayg mendayung2,1
udh pada tau ya luar dalam nya ,1
mama mama yg body nya membahenol...,1
tebel item lebat pulak,1
memang kmu raja goyang sya tau itu,1
dalem nya enak lagu nya ,1
inget ko mbk gisell.. Semua luar dalam,1
orang2 mengenalmu karena goyanganmu yg asyik.,1
yg putih glowing aja masih item apalagi yg,1
udaah kenall lamaa ,1
setiap liag giesel pikiran saya kemana mana,1
Dalemnya Racing ,1
bagus isinya ,1
aku sdh melihatnya,1
melet ny samaa,1
ngennnn,1
aku udh pernah liat,1
"aku tau semua nyh luar dalam,semangat ka giselll cantik",1
Makan burung,1
teringat,1
kebayang rasain kamu,1
g kenal apa lg ketemu tp tau tentangnya,1
iya kebayang,1
semua SDH terlihat...sia sia belaka,1
pikiranku ke masalalumu,1
gw tau kalian kenal gisel luar dalem ,1
Aku udh gk penasaran ,1
menolak lupa gw bro,1
aku tau bentuk nya :),1
tmbus pandang,1
gw tadinya lupa ini siapa..setelah liat ini memory gw kembali lagi...aarrghhhh,1
Geli,1
"ko g ada yg bilang nyobain dong , siapa tau di kasih",1
aku mengenal nya saat dia sudah diatas,1
masih ingat sama bulu yg belum di cukur,1
lapar luar dalam ,1
awalnya mengelak akhirnya mengaku,1
betapa beruntungnya gua dari kaluarga GC punya tapi bisa liat isi dalamnya artis,1
gaperlu jadi suaminyaaa mengenal dia luar dalam,1
berapa detik nih,1
udh ga penasaran sih sama isinya,1
makan sosis aja mba gisel.. lebih kenyalll ,1
aku tau luar dan Dalamm,1
Masih segar dlm ingatan.. ,1
Menolak lupa bund,1
lanjutan yg 9 detik dong,1
betapa indah luar dlm,1
kenapa otak gua langsung peka woy,1
selain suka traveling otakku juga suka mengenang,1
"ko gak lama vidio nya, padahal belum keluar ni, masa musti di ulang2 ",1
KITA SEMUA UDAH TAU LUAR DALAM KOK ,1
aku masih ingat cara mainmu kaj gishel,1
